Source,Target,Type,Id,Label,Weight
CHEK2,PAK3,Undirected,92410,,1
CHEK2,CSNK1G3,Undirected,92411,,1
CHEK2,ANKHD1,Undirected,92413,,1
CHEK2,DUSP27,Undirected,92417,,1
CHEK2,ZEB1,Undirected,92418,,1
CHEK2,SMC3,Undirected,92423,,1
CHEK2,PPEF1,Undirected,92425,,1
CHEK2,CDC14A,Undirected,92427,,1
CHEK2,VEPH1,Undirected,92428,,1
CHEK2,CTR9,Undirected,92430,,1
CHEK2,ARHGEF15,Undirected,92431,,1
CHEK2,TAF13,Undirected,92432,,1
CHEK2,ASB12,Undirected,92436,,1
CHEK2,INO80,Undirected,92437,,1
CHEK2,BECN1,Undirected,92438,,1
CHEK2,E2F2,Undirected,92439,,1
